user,hora_login,ip_origen,bytes_sent,failed_logins
juan.rodriguez,9.28,10.0.3.8,5952.09,0
ana.garcia,9.6,10.0.0.2,60740.65,0
juan.rodriguez,11.88,10.0.3.8,258995.38,1
carlos.lopez,5.48,10.0.1.5,5484.14,0
ana.garcia,8.38,192.168.1.10,21588.15,1
ana.garcia,6.61,192.168.1.10,37687.54,0
juan.rodriguez,9.9,10.0.3.8,31303.03,1
ana.garcia,9.25,132.168.146.101,20765.42,0
maria.perez,9.48,192.168.1.30,78454.24,0
juan.rodriguez,9.58,192.168.1.40,67982.58,0
maria.perez,6.53,192.168.1.30,38550.3,0
carlos.lopez,11.84,10.0.1.5,82689.79,1
ana.garcia,11.06,10.0.0.1,165944.83,0
carlos.lopez,8.6,10.0.1.6,6408.24,0
carlos.lopez,8.4,10.0.1.6,36344.19,0
juan.rodriguez,9.9,10.0.3.8,24389.8,0
maria.perez,9.65,10.0.2.4,207344.55,0
maria.perez,9.57,26.216.220.26,27118.82,0
ana.garcia,10.55,10.0.0.2,12666.04,0
maria.perez,13.77,10.0.2.3,31335.24,0
maria.perez,10.72,10.0.2.4,1863.7,0
maria.perez,9.06,10.0.2.4,25221.57,0
ana.garcia,6.33,10.0.0.2,110664.58,0
ana.garcia,9.98,10.0.0.2,78372.27,0
juan.rodriguez,7.9,10.0.3.8,70385.4,0
ana.garcia,10.72,10.0.0.1,28670.26,0
maria.perez,9.48,10.0.2.3,33111.01,0
juan.rodriguez,11.89,192.168.1.40,91328.64,0
ana.garcia,8.84,10.0.0.1,16853.86,0
maria.perez,10.67,10.0.2.4,1428.78,0
maria.perez,10.97,192.168.1.30,198075.36,0
juan.rodriguez,8.22,10.0.3.7,27394.94,0
maria.perez,7.91,192.168.1.30,15636.2,0
juan.rodriguez,10.69,192.168.1.40,15464.37,0
carlos.lopez,9.31,10.0.1.6,165681.24,1
carlos.lopez,10.68,10.0.1.6,1750.47,0
juan.rodriguez,8.16,10.0.3.8,39728.44,0
carlos.lopez,10.33,192.168.1.20,58309.38,0
ana.garcia,9.66,10.0.0.2,40869.8,0
maria.perez,8.69,10.0.2.3,14913.4,0
carlos.lopez,8.41,10.0.1.6,67250.06,0
maria.perez,7.78,10.0.2.4,87156.79,0
juan.rodriguez,8.95,192.168.1.40,21384.38,0
ana.garcia,9.72,10.0.0.2,42475.07,0
carlos.lopez,9.85,10.0.1.6,25534.6,0
juan.rodriguez,6.82,119.231.249.146,16257.3,0
juan.rodriguez,10.8,192.168.1.40,33909.26,0
maria.perez,9.72,10.0.2.4,115802.94,0
juan.rodriguez,9.69,192.168.1.40,19833.43,0
juan.rodriguez,9.03,10.0.3.7,10034.27,0
carlos.lopez,10.92,210.118.249.132,8832.65,1
juan.rodriguez,11.33,192.168.1.40,24685.0,0
ana.garcia,10.24,10.0.0.1,1512.11,3
ana.garcia,11.51,10.0.0.2,496.29,2
carlos.lopez,8.76,10.0.1.6,65725.69,0
ana.garcia,7.7,10.0.0.1,5590.38,0
juan.rodriguez,9.86,10.0.3.8,36628.42,0
maria.perez,8.56,192.168.1.30,55396.04,0
carlos.lopez,7.11,10.0.1.6,160423.49,0
ana.garcia,9.26,10.0.0.1,37152.13,0
juan.rodriguez,6.62,10.0.3.7,3419.55,0
juan.rodriguez,9.92,192.168.1.40,45727.63,0
ana.garcia,10.84,10.0.0.1,2651.03,0
maria.perez,13.81,10.0.2.3,28546.31,0
juan.rodriguez,9.64,10.0.3.8,43791.95,0
ana.garcia,6.83,192.168.1.10,244309.95,1
carlos.lopez,11.86,10.0.1.6,81644.19,0
ana.garcia,11.29,10.0.0.1,49206.07,0
juan.rodriguez,10.96,10.0.3.7,66485.5,0
ana.garcia,6.9,10.0.0.1,7291.72,0
carlos.lopez,10.06,10.0.1.5,22781.83,0
carlos.lopez,9.27,192.168.1.20,52097.32,0
ana.garcia,8.53,192.168.1.10,1293.84,0
ana.garcia,9.3,192.168.1.10,139519.9,0
maria.perez,9.91,192.168.1.30,149323.55,0
juan.rodriguez,8.72,10.0.3.7,6148.99,0
ana.garcia,9.07,39.176.2.143,43069.32,0
carlos.lopez,8.86,192.168.1.20,13697.72,0
ana.garcia,7.0,192.168.1.10,53587.24,0
juan.rodriguez,5.7,10.0.3.8,21103.54,0
juan.rodriguez,8.55,10.0.3.8,148044.39,0
maria.perez,10.14,10.0.2.3,7970.12,0
juan.rodriguez,10.16,10.0.3.8,29989.35,0
juan.rodriguez,8.76,10.0.3.7,40769.24,0
juan.rodriguez,8.86,192.168.1.40,51004.25,0
carlos.lopez,7.42,10.0.1.5,8455.53,0
ana.garcia,9.23,192.168.1.10,36163.85,0
juan.rodriguez,9.53,10.0.3.7,102454.55,0
maria.perez,7.37,10.0.2.4,10501.22,0
maria.perez,5.11,10.0.2.4,75296.97,0
carlos.lopez,7.78,10.0.1.6,39749.84,0
carlos.lopez,6.94,10.0.1.6,66616.05,1
juan.rodriguez,7.07,10.0.3.8,58476.8,0
maria.perez,10.49,24.90.157.61,152032.7,0
carlos.lopez,8.16,10.0.1.5,77394.67,0
juan.rodriguez,12.67,192.168.1.40,73353.44,0
ana.garcia,9.22,192.168.1.10,83518.12,0
carlos.lopez,7.31,10.0.1.5,13176.73,0
ana.garcia,10.42,10.0.0.1,29843.36,0
ana.garcia,9.74,10.0.0.2,55073.71,0
ana.garcia,9.26,192.168.1.10,85536.09,0
juan.rodriguez,7.41,10.0.3.8,42674.78,3
juan.rodriguez,10.43,192.168.1.40,36899.86,1
maria.perez,8.04,192.168.1.30,73185.11,1
ana.garcia,6.51,10.0.0.1,53878.99,0
juan.rodriguez,8.05,10.0.3.7,44205.67,0
maria.perez,10.0,10.0.2.3,87457.86,0
carlos.lopez,6.23,192.168.1.20,102210.4,0
juan.rodriguez,7.85,10.0.3.8,51689.11,0
carlos.lopez,10.27,10.0.1.6,106977.98,2
ana.garcia,11.57,192.168.1.10,51466.77,0
maria.perez,8.67,27.194.100.111,48295.87,0
carlos.lopez,7.88,10.0.1.5,27991.16,0
ana.garcia,8.71,10.0.0.2,105639.1,0
maria.perez,10.54,10.0.2.4,20896.27,1
carlos.lopez,10.49,192.168.1.20,18256.9,0
maria.perez,8.01,192.168.1.30,78437.23,1
carlos.lopez,10.14,192.168.1.20,59754.46,0
juan.rodriguez,8.01,192.168.1.40,56307.97,0
ana.garcia,11.71,10.0.0.1,52263.58,0
ana.garcia,7.44,10.0.0.2,19950.42,0
ana.garcia,10.84,10.0.0.2,153653.91,0
carlos.lopez,11.72,10.0.1.6,136859.44,0
carlos.lopez,8.14,192.168.1.20,42271.87,0
ana.garcia,7.33,192.168.1.10,69293.28,0
carlos.lopez,8.03,192.168.1.20,23371.53,0
ana.garcia,8.88,10.0.0.2,60339.2,0
maria.perez,13.65,192.168.1.30,138965.83,0
juan.rodriguez,10.46,192.168.1.40,54506.81,1
juan.rodriguez,9.42,10.0.3.7,73458.24,0
carlos.lopez,7.71,192.168.1.20,76235.69,0
carlos.lopez,7.28,192.168.1.20,53462.34,0
ana.garcia,8.16,192.168.1.10,78898.53,0
ana.garcia,10.49,10.0.0.2,181742.0,2
ana.garcia,6.83,10.0.0.2,17089.24,0
juan.rodriguez,9.83,192.168.1.40,60083.51,1
juan.rodriguez,10.47,221.187.226.231,81324.75,0
carlos.lopez,12.85,10.0.1.6,45321.93,0
maria.perez,11.16,10.0.2.4,21156.02,0
carlos.lopez,6.25,18.84.68.148,16962.14,1
juan.rodriguez,7.79,192.168.1.40,34428.8,1
juan.rodriguez,9.01,10.0.3.7,32249.24,0
juan.rodriguez,11.33,10.0.3.8,49644.84,0
carlos.lopez,7.74,10.0.1.5,937.86,0
ana.garcia,8.48,22.78.179.196,28568.65,0
ana.garcia,12.18,10.0.0.1,22989.36,1
maria.perez,10.03,192.168.1.30,55257.75,0
carlos.lopez,10.09,192.168.1.20,87918.07,0
carlos.lopez,6.74,192.168.1.20,44595.75,1
ana.garcia,8.98,10.0.0.1,52864.0,0
carlos.lopez,7.46,192.168.1.20,42827.46,0
maria.perez,6.93,10.0.2.3,39954.43,0
maria.perez,7.31,10.0.2.3,69528.21,1
maria.perez,8.53,192.168.1.30,111325.55,0
maria.perez,11.84,10.0.2.4,134255.98,1
ana.garcia,8.93,10.0.0.2,65596.4,1
carlos.lopez,10.86,10.0.1.6,35704.04,0
ana.garcia,11.31,10.0.0.2,64415.39,0
ana.garcia,10.18,10.0.0.2,250.84,0
ana.garcia,8.86,10.0.0.1,96037.42,0
ana.garcia,8.32,192.168.1.10,7133.72,1
ana.garcia,8.97,10.0.0.2,8641.15,0
ana.garcia,10.93,10.0.0.2,1168.82,1
maria.perez,10.01,10.0.2.4,71521.24,1
ana.garcia,9.25,10.0.0.2,38523.5,0
ana.garcia,5.84,10.0.0.1,60397.1,0
ana.garcia,8.49,160.171.128.134,15504.88,0
ana.garcia,7.85,10.0.0.2,14353.78,0
maria.perez,9.18,192.168.1.30,8484.95,0
juan.rodriguez,12.34,192.168.1.40,19862.15,0
ana.garcia,9.24,10.0.0.1,77042.61,0
carlos.lopez,9.6,10.0.1.6,15474.12,0
ana.garcia,6.11,192.168.1.10,16189.88,0
ana.garcia,9.33,192.168.1.10,4516.16,0
juan.rodriguez,9.31,10.0.3.7,68377.97,0
maria.perez,5.48,10.0.2.4,102739.02,0
carlos.lopez,6.82,10.0.1.6,108551.9,0
carlos.lopez,8.52,10.0.1.5,16137.27,0
maria.perez,8.35,192.168.1.30,79753.32,1
carlos.lopez,9.01,192.168.1.20,93181.66,0
carlos.lopez,9.1,10.0.1.6,49173.35,0
carlos.lopez,8.99,10.0.1.5,70404.37,0
juan.rodriguez,9.89,192.168.1.40,34713.58,0
juan.rodriguez,7.94,10.0.3.8,58768.86,0
carlos.lopez,8.89,10.0.1.5,12619.57,0
ana.garcia,6.08,10.0.0.2,1502.35,0
ana.garcia,8.45,192.168.1.10,3870.14,1
carlos.lopez,11.58,10.0.1.6,33770.11,1
maria.perez,8.78,10.0.2.3,9198.22,1
ana.garcia,9.33,10.0.0.2,39038.37,0
maria.perez,9.94,10.0.2.4,47337.71,0
carlos.lopez,9.1,10.0.1.6,3182.48,0
ana.garcia,10.66,10.0.0.2,96483.75,1
juan.rodriguez,9.59,10.0.3.7,50044.72,0
maria.perez,8.2,192.168.1.30,8438.38,0
carlos.lopez,7.0,10.0.1.6,250730.15,1
ana.garcia,10.05,192.168.1.10,5197.09,0
ana.garcia,8.11,10.0.0.2,22504.81,0
maria.perez,6.51,49.94.168.250,98668.51,0
juan.rodriguez,11.06,192.168.1.40,11734.99,0
ana.garcia,11.95,10.0.0.2,58699.75,1
maria.perez,8.37,10.0.2.3,67554.75,1
maria.perez,7.22,10.0.2.3,112263.32,0
carlos.lopez,12.65,10.0.1.6,99224.93,1
ana.garcia,6.92,10.0.0.1,103506.7,0
ana.garcia,7.37,10.0.0.1,6471.63,1
ana.garcia,9.94,10.0.0.1,40686.74,0
carlos.lopez,8.51,10.0.1.6,101222.2,0
maria.perez,11.42,10.0.2.4,7662.21,0
maria.perez,10.2,192.168.1.30,50093.1,0
ana.garcia,7.83,186.244.226.109,16105.1,0
carlos.lopez,11.27,10.0.1.6,4415.63,0
ana.garcia,5.52,40.149.4.220,44494.43,0
maria.perez,8.85,192.168.1.30,23196.84,1
carlos.lopez,10.51,168.95.111.190,96257.4,0
carlos.lopez,9.79,192.168.1.20,32085.43,0
maria.perez,8.45,192.168.1.30,39988.19,0
ana.garcia,8.9,43.28.79.13,23537.02,0
juan.rodriguez,10.33,192.168.1.40,118456.33,1
maria.perez,11.81,10.0.2.3,35919.76,0
maria.perez,12.11,192.168.1.30,53021.49,0
juan.rodriguez,7.84,192.168.1.40,162088.51,0
maria.perez,8.95,10.0.2.3,10078.11,0
carlos.lopez,6.36,74.91.85.45,84167.98,0
maria.perez,7.91,10.0.2.3,19826.23,0
juan.rodriguez,9.58,10.0.3.8,4808.75,1
juan.rodriguez,9.92,10.0.3.7,58059.34,0
maria.perez,10.17,192.168.1.30,133854.2,0
juan.rodriguez,7.39,10.0.3.8,60.57,0
juan.rodriguez,9.2,33.64.132.197,53839.82,0
juan.rodriguez,9.41,10.0.3.8,98336.4,1
maria.perez,8.65,192.168.1.30,65271.32,0
carlos.lopez,9.02,10.0.1.6,20973.41,0
ana.garcia,7.81,130.97.134.7,769.38,0
maria.perez,4.41,192.168.1.30,44708.82,0
ana.garcia,11.83,10.0.0.2,132658.78,1
maria.perez,11.47,10.0.2.3,25113.65,0
ana.garcia,11.32,10.0.0.1,28674.95,0
ana.garcia,9.22,51.250.245.40,53023.34,0
carlos.lopez,8.8,85.57.136.94,48073.71,0
ana.garcia,6.44,10.0.0.2,7957.68,0
carlos.lopez,9.24,10.0.1.5,16456.06,0
ana.garcia,7.42,206.90.109.4,120041.91,0
maria.perez,9.14,10.0.2.4,9346.88,1
carlos.lopez,7.9,10.0.1.5,48433.26,0
juan.rodriguez,9.06,10.0.3.7,28466.71,0
maria.perez,10.03,192.168.1.30,29737.31,1
maria.perez,8.5,10.0.2.3,17489.91,0
carlos.lopez,10.57,192.168.1.20,21621.93,0
maria.perez,7.86,192.168.1.30,17651.28,0
maria.perez,9.28,192.168.1.30,43715.06,1
maria.perez,8.86,192.168.1.30,85576.8,0
ana.garcia,9.2,147.221.56.74,80133.41,1
juan.rodriguez,8.69,10.0.3.8,28300.65,0
carlos.lopez,8.71,192.168.1.20,44511.42,0
maria.perez,11.19,10.0.2.4,9315.64,1
ana.garcia,9.31,10.0.0.2,70336.7,0
ana.garcia,6.2,192.168.1.10,116106.17,1
juan.rodriguez,8.16,192.168.1.40,71804.61,0
ana.garcia,7.33,145.16.107.87,6433.41,0
maria.perez,8.58,10.0.2.3,38859.42,0
maria.perez,7.43,10.0.2.4,120071.02,1
ana.garcia,8.69,10.0.0.2,88114.62,0
maria.perez,8.5,10.0.2.4,12711.32,0
carlos.lopez,8.41,192.168.1.20,75837.1,2
maria.perez,9.19,192.168.1.30,31968.94,0
maria.perez,9.06,223.155.254.103,58688.86,0
juan.rodriguez,11.52,10.0.3.7,56312.97,0
juan.rodriguez,9.83,10.0.3.8,68826.31,0
juan.rodriguez,10.73,10.0.3.7,20770.02,0
juan.rodriguez,9.86,10.0.3.7,413.88,0
juan.rodriguez,11.64,10.0.3.7,22941.23,0
maria.perez,12.92,10.0.2.4,34515.38,0
juan.rodriguez,7.97,10.0.3.8,54130.44,0
maria.perez,10.4,209.37.224.2,108371.66,0
ana.garcia,8.45,10.0.0.1,197873.26,0
juan.rodriguez,8.5,10.0.3.8,41432.14,0
juan.rodriguez,8.8,192.168.1.40,2383.14,0
maria.perez,8.05,10.0.2.3,121763.16,0
maria.perez,10.25,88.6.229.61,29903.32,1
carlos.lopez,10.86,10.0.1.6,35284.94,0
maria.perez,8.79,41.46.233.89,372.64,0
juan.rodriguez,10.75,10.0.3.7,26972.9,0
juan.rodriguez,7.28,10.0.3.7,24258.55,0
ana.garcia,6.53,10.0.0.1,65190.19,0
juan.rodriguez,7.8,192.168.1.40,19814.65,0
juan.rodriguez,8.71,10.0.3.7,63845.93,0
carlos.lopez,8.16,10.0.1.5,122054.16,0
juan.rodriguez,7.63,10.0.3.8,180160.79,0
carlos.lopez,9.85,98.109.36.71,39779.17,0
ana.garcia,11.7,192.168.1.10,23069.03,1
juan.rodriguez,8.86,125.33.139.127,8338.49,0
carlos.lopez,9.25,192.168.1.20,53974.06,0
carlos.lopez,8.49,10.0.1.6,98415.47,0
juan.rodriguez,8.84,10.0.3.7,30242.28,0
ana.garcia,8.34,192.168.1.10,41745.22,0
juan.rodriguez,10.07,192.168.1.40,111062.39,1
juan.rodriguez,7.55,10.0.3.7,39866.72,0
juan.rodriguez,7.48,109.109.104.90,30205.85,0
maria.perez,7.78,192.168.1.30,21589.87,0
juan.rodriguez,8.55,10.0.3.7,43282.16,0
ana.garcia,6.78,10.0.0.1,112546.74,0
maria.perez,9.98,10.0.2.3,28060.31,0
ana.garcia,9.17,138.191.147.231,3431.43,1
maria.perez,7.32,10.0.2.4,17945.66,0
maria.perez,9.06,10.0.2.3,5637.33,0
ana.garcia,9.63,10.0.0.1,26145.78,1
maria.perez,10.36,238.212.147.165,51191.5,0
juan.rodriguez,8.54,10.0.3.7,38895.74,0
carlos.lopez,9.11,192.168.1.20,14322.25,0
maria.perez,9.63,10.0.2.3,23930.51,0
carlos.lopez,11.79,10.0.1.6,23678.21,0
maria.perez,9.69,192.168.1.30,92379.11,0
carlos.lopez,7.89,10.0.1.6,14784.98,2
maria.perez,9.82,10.0.2.3,98285.25,0
juan.rodriguez,11.66,192.168.1.40,30211.47,0
ana.garcia,9.41,10.0.0.2,99482.85,0
carlos.lopez,8.08,192.168.1.20,69511.31,1
juan.rodriguez,8.34,10.0.3.7,126317.98,2
ana.garcia,7.72,192.168.1.10,71508.33,0
carlos.lopez,8.98,10.0.1.5,19874.97,0
juan.rodriguez,5.16,136.172.216.191,57721.27,0
maria.perez,10.01,192.168.1.30,13847.43,0
maria.perez,12.74,192.168.1.30,655.12,0
carlos.lopez,11.55,192.168.1.20,23722.37,0
ana.garcia,10.0,192.168.1.10,15964.68,0
carlos.lopez,10.93,192.168.1.20,46716.32,1
ana.garcia,5.81,10.0.0.1,228730.1,0
carlos.lopez,8.46,122.140.230.78,39602.44,0
carlos.lopez,8.94,10.0.1.5,75714.85,0
maria.perez,9.97,57.7.76.139,58683.35,2
carlos.lopez,6.19,10.0.1.5,171179.24,0
carlos.lopez,9.12,103.249.29.166,84815.58,0
ana.garcia,8.86,92.137.230.167,506.9,0
ana.garcia,9.02,192.168.1.10,22454.45,0
juan.rodriguez,9.28,188.157.83.112,10600.65,2
ana.garcia,9.36,10.0.0.2,82371.59,0
carlos.lopez,6.37,153.9.131.107,35850.53,2
maria.perez,9.82,10.0.2.4,28841.86,0
juan.rodriguez,8.5,192.168.1.40,12692.85,0
juan.rodriguez,11.17,10.0.3.8,218194.99,0
carlos.lopez,9.17,10.0.1.6,36304.91,1
ana.garcia,7.33,10.0.0.2,23143.81,0
maria.perez,10.7,192.168.1.30,117130.69,0
carlos.lopez,6.67,192.168.1.20,33310.08,0
juan.rodriguez,8.03,10.0.3.8,97295.15,0
ana.garcia,7.8,192.168.1.10,86806.65,0
ana.garcia,10.26,10.0.0.1,7374.24,0
juan.rodriguez,8.05,10.0.3.7,18682.44,1
juan.rodriguez,5.44,10.0.3.8,27327.68,0
carlos.lopez,4.48,192.168.1.20,67986.67,0
juan.rodriguez,8.68,10.0.3.8,28207.63,2
juan.rodriguez,11.26,192.168.1.40,26310.21,0
ana.garcia,10.4,10.0.0.2,944.04,0
carlos.lopez,9.35,10.0.1.6,20426.27,0
ana.garcia,7.84,10.0.0.1,8199.79,0
maria.perez,10.44,10.0.2.3,65332.59,0
carlos.lopez,6.75,10.0.1.6,37693.78,1
maria.perez,11.23,192.168.1.30,52626.23,1
ana.garcia,8.02,10.0.0.2,539.3,0
juan.rodriguez,13.68,192.168.1.40,31599.72,0
ana.garcia,8.41,192.168.1.10,26284.84,0
carlos.lopez,9.45,10.0.1.6,61659.51,0
maria.perez,10.03,192.168.1.30,13904.53,1
carlos.lopez,11.3,192.168.1.20,42761.91,1
maria.perez,8.47,150.216.235.108,128338.34,0
maria.perez,5.1,10.0.2.3,10876.03,1
maria.perez,8.85,10.0.2.3,14595.33,0
carlos.lopez,10.41,192.168.1.20,28456.03,0
maria.perez,10.07,192.168.1.30,8553.76,1
maria.perez,9.18,192.168.1.30,100341.86,0
carlos.lopez,7.38,10.0.1.6,44280.61,0
juan.rodriguez,10.28,10.0.3.7,6382.56,0
juan.rodriguez,7.25,10.0.3.8,69387.36,0
ana.garcia,10.77,10.0.0.1,87456.99,0
ana.garcia,10.25,10.0.0.1,33325.5,1
juan.rodriguez,9.49,10.0.3.7,2069.73,0
maria.perez,8.72,10.0.2.3,88144.94,0
maria.perez,8.28,10.0.2.4,30990.22,1
juan.rodriguez,9.36,192.168.1.40,4116.93,1
carlos.lopez,10.84,10.0.1.5,20198.55,0
carlos.lopez,4.5,192.168.1.20,68349.24,0
maria.perez,8.18,10.0.2.3,11654.62,0
juan.rodriguez,7.82,10.0.3.7,41043.88,1
juan.rodriguez,8.8,10.0.3.8,18638.29,0
maria.perez,10.85,192.168.1.30,3012.65,0
juan.rodriguez,13.83,10.0.3.8,662.47,0
juan.rodriguez,7.88,10.0.3.8,837.64,0
juan.rodriguez,7.88,10.0.3.7,9977.16,2
ana.garcia,8.29,10.0.0.1,8985.6,0
maria.perez,8.09,10.0.2.4,76212.55,0
ana.garcia,8.66,10.0.0.2,10969.4,0
juan.rodriguez,11.63,10.0.3.8,181107.35,0
carlos.lopez,10.55,92.100.169.128,24243.94,0
juan.rodriguez,10.68,10.0.3.7,37724.63,0
carlos.lopez,9.82,192.168.1.20,96256.01,1
juan.rodriguez,9.97,10.0.3.8,26419.45,1
maria.perez,11.26,10.0.2.3,47878.85,0
ana.garcia,9.84,10.0.0.1,26941.28,0
maria.perez,5.3,10.0.2.3,31522.45,0
ana.garcia,7.25,192.168.1.10,71064.93,0
carlos.lopez,5.95,192.168.1.20,13529.82,0
juan.rodriguez,9.34,192.168.1.40,15105.37,0
maria.perez,8.13,10.0.2.4,27667.95,0
carlos.lopez,6.83,10.0.1.5,18467.0,0
carlos.lopez,8.64,192.168.1.20,31565.63,0
maria.perez,7.38,10.0.2.3,8518.06,0
ana.garcia,8.72,192.168.1.10,171009.69,1
juan.rodriguez,8.5,10.0.3.8,252036.85,1
juan.rodriguez,10.76,215.170.122.218,8637.43,1
carlos.lopez,9.84,192.168.1.20,10313.85,0
ana.garcia,10.29,10.0.0.1,54697.53,0
carlos.lopez,9.71,10.0.1.5,44541.37,1
ana.garcia,9.97,10.0.0.2,35040.94,0
ana.garcia,10.49,10.0.0.1,18968.39,0
maria.perez,10.01,10.0.2.4,155691.94,0
carlos.lopez,12.18,10.0.1.5,99676.01,1
ana.garcia,10.88,10.0.0.2,33718.36,0
maria.perez,8.71,192.168.1.30,4546.17,1
ana.garcia,6.75,10.0.0.2,50696.12,0
maria.perez,6.46,192.168.1.30,49922.45,0
carlos.lopez,8.65,192.168.1.20,41444.3,0
ana.garcia,8.46,10.0.0.2,28321.96,0
ana.garcia,10.31,10.0.0.1,23314.44,0
ana.garcia,8.16,10.0.0.1,31641.09,0
carlos.lopez,8.13,10.0.1.6,759.27,0
maria.perez,6.79,192.168.1.30,45087.28,0
maria.perez,8.99,10.0.2.4,62432.71,0
maria.perez,7.9,10.0.2.4,1209.82,0
juan.rodriguez,8.21,192.168.1.40,4466.87,0
carlos.lopez,10.11,10.0.1.6,23965.75,1
ana.garcia,8.61,192.168.1.10,108546.53,0
carlos.lopez,7.99,10.0.1.6,14630.75,1
juan.rodriguez,8.47,10.0.3.8,56890.5,0
juan.rodriguez,11.6,181.11.91.105,49176.28,0
carlos.lopez,7.9,192.168.1.20,44000.34,1
juan.rodriguez,9.79,10.0.3.7,84309.14,0
ana.garcia,9.9,10.0.0.2,19676.77,0
carlos.lopez,11.47,192.168.1.20,25573.16,0
ana.garcia,8.79,192.168.1.10,114459.82,0
maria.perez,6.69,10.0.2.4,13519.65,0
ana.garcia,8.73,10.0.0.1,22150.08,0
ana.garcia,9.69,10.0.0.2,35350.21,0
juan.rodriguez,11.59,10.0.3.7,30250.12,0
maria.perez,9.32,10.0.2.3,6842.44,0
maria.perez,8.89,192.168.1.30,7132.93,0
maria.perez,8.03,192.168.1.30,23213.59,1
carlos.lopez,12.06,10.0.1.6,79527.09,0
juan.rodriguez,10.85,192.168.1.40,3155.15,1
ana.garcia,7.81,192.168.1.10,10379.29,0
carlos.lopez,9.22,181.109.35.248,14342.41,0
ana.garcia,7.84,10.0.0.1,26032.86,0
juan.rodriguez,7.6,192.168.1.40,30599.35,1
carlos.lopez,9.79,10.0.1.5,11704.7,0
maria.perez,6.92,192.168.1.30,17768.74,1
maria.perez,5.9,192.168.1.30,46011.55,1
ana.garcia,10.5,192.168.1.10,1358.75,0
ana.garcia,8.53,10.0.0.1,136408.86,1
juan.rodriguez,8.39,10.0.3.7,47939.41,0
maria.perez,9.82,10.0.2.4,66152.74,0
maria.perez,9.95,192.168.1.30,71791.99,0
juan.rodriguez,9.3,124.182.185.228,34406.33,0
carlos.lopez,12.72,201.82.133.121,71015.52,0
ana.garcia,10.55,10.0.0.2,40543.02,1
maria.perez,10.55,64.28.117.190,56189.88,0
ana.garcia,8.68,192.168.1.10,35075.54,0
ana.garcia,8.76,10.0.0.2,34525.84,0
carlos.lopez,10.07,10.0.1.6,190334.48,1
carlos.lopez,8.23,192.168.1.20,38527.22,2
ana.garcia,10.13,10.0.0.1,2144.07,2
maria.perez,10.88,10.0.2.4,89880.91,0
juan.rodriguez,8.68,192.168.1.40,10670.61,0
maria.perez,7.43,10.0.2.3,70463.72,0
carlos.lopez,10.59,192.168.1.20,104245.33,0
carlos.lopez,8.94,10.0.1.5,4769.58,2
ana.garcia,10.65,10.0.0.2,71760.77,0
juan.rodriguez,9.05,192.168.1.40,77387.46,0
juan.rodriguez,10.06,220.31.78.193,77638.69,0
carlos.lopez,7.97,10.0.1.6,85173.73,0
maria.perez,7.14,10.0.2.4,74651.65,0
maria.perez,9.35,10.0.2.4,2581.24,0
carlos.lopez,7.18,10.0.1.6,55928.51,0
ana.garcia,9.9,192.168.1.10,6661.86,0
ana.garcia,8.05,10.0.0.2,115885.02,1
maria.perez,6.45,10.0.2.3,71063.98,1
carlos.lopez,9.11,192.168.1.20,119761.03,0
carlos.lopez,9.89,10.0.1.6,104511.6,2
ana.garcia,9.79,10.0.0.1,29744.4,1
carlos.lopez,8.37,10.0.1.6,119875.88,0
ana.garcia,9.68,10.0.0.1,60205.4,1
carlos.lopez,8.36,107.48.44.182,40407.54,0
juan.rodriguez,9.6,192.168.1.40,29076.32,0
ana.garcia,7.29,192.168.1.10,65271.85,0
ana.garcia,8.21,76.227.138.167,50702.2,1
maria.perez,6.67,10.0.2.4,112828.96,0
ana.garcia,9.39,10.0.0.2,116095.99,1
juan.rodriguez,9.69,10.0.3.7,46196.58,0
ana.garcia,7.51,10.0.0.1,10143.62,1
carlos.lopez,8.44,197.196.17.75,83586.03,0
juan.rodriguez,8.02,10.0.3.7,13823.42,0
juan.rodriguez,9.27,13.142.93.2,760.35,1
juan.rodriguez,8.1,10.0.3.8,27344.22,0
ana.garcia,6.88,192.168.1.10,67812.64,0
carlos.lopez,9.18,192.168.1.20,38619.47,0
juan.rodriguez,9.72,10.0.3.8,36695.24,1
carlos.lopez,6.22,10.0.1.5,23114.02,1
maria.perez,9.36,10.0.2.4,151730.69,0
maria.perez,12.36,59.189.29.37,11527.98,0
carlos.lopez,6.67,215.87.134.129,26921.2,0
juan.rodriguez,10.42,192.168.1.40,11576.74,1
ana.garcia,8.5,192.168.1.10,53156.31,0
juan.rodriguez,11.57,192.168.1.40,20387.15,0
maria.perez,7.76,10.0.2.4,67632.73,0
ana.garcia,8.98,202.241.204.129,70785.94,0
carlos.lopez,8.29,10.0.1.5,10332.48,0
maria.perez,6.31,10.0.2.3,146621.33,0
ana.garcia,8.86,10.0.0.2,27882.38,0
carlos.lopez,9.28,10.0.1.6,1960.15,1
carlos.lopez,8.66,10.0.1.5,112719.98,0
carlos.lopez,9.75,118.169.164.107,12345.13,1
juan.rodriguez,9.27,10.0.3.7,54902.25,0
maria.perez,8.87,10.0.2.3,11685.87,0
juan.rodriguez,9.98,192.168.1.40,11205.42,0
maria.perez,9.63,10.0.2.4,199468.15,0
juan.rodriguez,8.92,192.168.1.40,748.9,0
carlos.lopez,10.8,10.0.1.5,36877.95,0
ana.garcia,9.46,4.56.15.49,6903.23,0
carlos.lopez,7.52,10.0.1.6,36842.74,0
